labels,umur_pendanaan_pertama,umur_pendanaan_terakhir,umur_milestone_pertama,umur_milestone_terakhir,relasi,jumlah_pendanaan,total_dana,jumlah_milestone,kategori,rata_partisipan,populer,rasio_dana_per_relasi,dana_per_pendanaan
1,0.005448189902208076,-0.31310227450080724,0.7811593794779291,0.8332958362210414,-0.6774617857291205,0.5078748239142733,-0.13214022273908385,0.9039006799199749,-0.036081037655280146,-1.0191096714508219,0,-0.30045596528178503,-0.16679641471256873
1,1.1519602830452178,2.044918184600977,1.6412489516038127,0.9250957721118255,0.2007646584112983,1.2391828776941083,0.07745542259991443,-0.6439663471043976,-0.9875895449645272,1.0821781130703036,1,0.02775248280178044,0.04087036838757304
1,-0.47934942893157945,-0.977161505956315,-0.40058970742674027,-0.5368806455250849,-0.3847196376823142,-0.9547412836453967,-0.12040075613419345,0.12996716640778866,1.261430563220966,0.6619205561660785,1,-0.27199656692152263,-0.1351928118594483
1,0.3570500144131974,0.4664543133851287,1.2721869820155218,0.6196645321938478,-0.3847196376823142,0.5078748239142733,0.07692780612329014,-0.6439663471043976,0.9154274696539669,0.28833960524868263,1,0.2503992606484464,0.09274612685321325
0,-0.8910129117443213,-0.7628879515278854,-0.9228631827386108,-1.1969325402461157,-0.8238328597525236,-0.22343322986556172,-0.1272597703303092,-0.6439663471043976,-0.728087224789278,-1.0191096714508219,1,-0.27199656692152263,-0.1578993728040046
0,0.9204817751377334,0.20690552553986757,0.9041555005752635,0.3150861118528247,-0.6774617857291205,-0.9547412836453967,-0.09454754877960335,-0.6439663471043976,0.050419735736469594,0.10157714696044506,1,-0.15117507204237207,-0.07100311072772175
1,-0.20530565820639668,0.4313601078848148,0.16709885269485816,0.8040867657103372,-0.23834856365891108,0.5078748239142733,0.003061499395889868,0.12996716640778866,0.9154274696539669,-0.645528720533426,1,0.0029696096985756303,0.0010465538078896482
1,-0.23475858818980413,0.9540985809759459,1.1260048775874514,1.033556147595264,2.5427018427857484,0.5078748239142733,0.045798434002457165,0.9039006799199749,-0.8145879981810278,0.38174885156326177,1,-0.19839699022768706,0.05410130678411259
1,0.5383110774233969,2.4208071292008815,2.0092804330440712,1.8354806705111435,0.7862489545049108,0.5078748239142733,-0.08320379453218117,1.677834193432161,-0.12258181104702988,0.6619205561660785,1,-0.2505460125044976,-0.10604544757004185
1,-0.22495422990033428,0.2540012076570034,0.136846664920469,0.6538991466401788,0.9326200285283139,0.5078748239142733,-0.10378083712052838,1.677834193432161,1.261430563220966,-1.0191096714508219,1,-0.2761869077843834,-0.1315903286326677
1,0.9532426796659619,1.860176353533042,2.792709047585949,2.0349186201504454,2.103588620715539,0.5078748239142733,0.010975746545254184,0.9039006799199749,-0.12258181104702988,-1.0191096714508219,1,-0.20810905115732742,0.010871508062745748
0,-0.4586247691327,0.47383724422525286,-1.163850196785692,0.19492992502829118,0.05439358438789519,1.9704909314739432,-0.079246670957499,0.12996716640778866,1.261430563220966,-0.5988521145465967,1,-0.21146942112464567,-0.12383953138717012
0,1.0635217828649992,0.32789794008417733,-0.9369955916259168,-1.2086283515872112,-1.11657500779933,-0.9547412836453967,-0.1322721268582399,-1.4178998606165838,1.261430563220966,-1.0191096714508219,0,-0.27898046835962387,-0.16466767462401657
1,-0.883360729664735,-0.5042831000457451,-0.6445945796216316,0.12484643050782172,1.0789911025517172,0.5078748239142733,-0.0816209451023083,0.9039006799199749,-1.074090318356277,-0.2720038039569508,1,-0.2561954899178187,-0.10408045671907062
1,0.9685470438251345,1.7077980549149643,2.3158138539356625,1.4833575587548868,0.6398778804815077,1.9704909314739432,-0.07766382152762615,-0.6439663471043976,0.9154274696539669,-0.17859455764237167,1,-0.23933339711871096,-0.12252953748652265
0,1.7426927975432773,0.9023843530821117,-0.9369955916259168,-1.2086283515872112,-1.11657500779933,-0.9547412836453967,-0.13306355157317634,-1.4178998606165838,0.39642282930346856,-1.0191096714508219,0,-0.291551490948206,-0.16663266547498778
0,0.13975992744494609,0.955042517339067,1.0876928003695205,0.466979370076893,0.05439358438789519,1.9704909314739432,0.12441328901947603,-0.6439663471043976,0.6559251494787177,0.38174885156326177,1,0.1479687062229623,0.04471301716280566
1,0.9390542587267292,1.0926549542768973,-1.1204960882720296,2.6532737291267905,-0.09197748963550795,1.2391828776941083,-0.002214665370353009,0.9039006799199749,-0.728087224789278,0.38174885156326177,1,-0.04641655047085421,-0.03825326321153475
1,-0.5950886828853215,-0.7924533869013487,-0.4641119411233289,-0.2940707288292213,0.34713573243470147,0.5078748239142733,-0.10998033072086376,0.9039006799199749,1.261430563220966,1.222263965371712,1,-0.27345683722221653,-0.13928654279897165
0,0.10592293481177552,-0.3712892088846131,0.19937521361716878,-0.14467501365194954,0.7862489545049108,-0.22343322986556172,0.01361382892837562,0.9039006799199749,-0.9875895449645272,-1.0191096714508219,1,-0.14069921988522027,0.07527954151124687
1,-0.008740231037024803,-0.048934940878847547,0.5674066950574271,1.6844402318640301,0.05439358438789519,-0.22343322986556172,-0.1111410869694372,0.9039006799199749,0.9154274696539669,-0.7389379668480052,0,-0.2677596667157413,-0.1312191636941509
0,0.6365937910080828,-0.033225142835479435,0.4433800858120602,-0.06624607041413604,-0.6774617857291205,-0.9547412836453967,-0.054976313032781776,-0.6439663471043976,0.22342128251996907,-0.4587662622451884,1,0.005962710314904723,0.02724643182083925
0,1.2971923220973651,0.5255514721190867,-0.9369955916259168,-1.2086283515872112,-0.9702039337759267,-0.9547412836453967,-0.11739334221743501,-0.6439663471043976,1.261430563220966,-0.4587662622451884,0,-0.1754790490469642,-0.12772584662575764
0,-1.2895640617227722,-0.20778594598689676,0.4232119606291339,0.5161992428040021,-0.5310907117057173,-0.22343322986556172,-0.1219836055640663,0.9039006799199749,-0.12258181104702988,-0.4587662622451884,0,-0.2697617184613303,-0.14916608013302138
0,-0.7905381668347539,-1.2117634042048113,-0.9369955916259168,-1.2086283515872112,-0.3847196376823142,-0.22343322986556172,-0.13171812955778442,-1.4178998606165838,0.39642282930346856,0.9420922607688953,1,-0.30195750409097677,-0.1652790051109854
1,1.0384130604163568,0.3066593719139586,-0.5689641101856585,-0.904049931246188,-0.6774617857291205,-0.9547412836453967,-0.06552864256526753,-0.6439663471043976,0.9154274696539669,0.6619205561660785,1,-0.03594069831370242,0.0010465538078896482
1,0.7272243225131825,0.0434359746551198,0.16809253769474686,-0.2940707288292213,-0.09197748963550795,-0.9547412836453967,-0.054976313032781776,-0.6439663471043976,0.39642282930346856,0.6619205561660785,1,-0.15117507204237207,0.02724643182083925
1,0.7304924419430059,0.046200359718545254,0.32137764971461447,0.38434724463837344,-0.8238328597525236,-0.9547412836453967,-0.11406935841470199,0.9039006799199749,0.3099220559117188,-0.4587662622451884,1,-0.20215755254051077,-0.11947288505167851
1,0.10807511102165927,0.20228697976316917,0.877951659096717,0.5203719671626743,4.00641258301978,1.9704909314739432,1.4460925629633166,0.12996716640778866,1.261430563220966,-0.5988521145465967,1,0.3889133058374533,1.1385579242034514
1,-0.41713559441994325,-0.9245370537123285,-0.1313746787531913,1.159560240090345,-0.3847196376823142,-0.9547412836453967,-0.12884261976018205,0.9039006799199749,-0.6415864513975283,-0.4587662622451884,1,-0.2943450515234465,-0.15615271426980795
0,-0.351613785363486,-0.5957100792165917,0.7256970352248824,0.16739603582946275,-0.6774617857291205,-0.22343322986556172,-0.07871905448087473,-0.6439663471043976,0.22342128251996907,-0.4587662622451884,1,-0.08831995909946136,-0.07755308023095915
1,0.7643294345761765,0.4165605341915986,0.16709885269485816,-0.29489309056414204,-0.23834856365891108,-0.22343322986556172,-0.08874376753673618,-0.6439663471043976,0.39642282930346856,-0.7389379668480052,1,-0.20535019319792844,-0.09414633630582724
0,-0.9576108089057204,-0.6446599220470007,-0.9369955916259168,-1.2086283515872112,0.2007646584112983,-0.22343322986556172,-0.10773796069521054,-1.4178998606165838,0.9154274696539669,-0.17859455764237167,1,-0.2664094457710417,-0.12558618992136675
1,-0.8910129117443213,-1.0325840552766956,-0.784740967754082,-0.5485764568661801,-0.6774617857291205,-0.22343322986556172,-0.12195723001639987,0.12996716640778866,-0.12258181104702988,1.222263965371712,1,-0.26001919690688347,-0.14912242240295914
